node_id,code,code_title,chapter,dominant_theme,code_frequency,clusters_represented,title,within_strength,label_score,colour_key,x,y
Chapter 4::surveillance_visibility,surveillance_visibility,surveillance visibility,Chapter 4,Performativity,3,3,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>surveillance visibility</h2><p><b>Chapter:</b> Chapter 4<br><b>Dominant theme:</b> Performativity<br><b>Code frequency:</b> 3<br><b>Clusters represented:</b> 3</p><h3>Participant pseudonyms</h3><ul><li>Imani Storm</li><li>Jeremiah Black</li></ul><h3>Roles</h3><ul><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li></ul><h3>Evidence anchors</h3><ul><li><b>Jeremiah Black:</b> instructors described as “sharp and hard”</li><li><b>Imani Storm:</b> “When you leave here, in the wider force, he’s not under much pressure as he would be here.”</li><li><b>Imani Storm:</b> “under so much lock and key and guarded”; “put up an image, a character, or persona”; “turn back into a Jankro”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",4,7,Chapter 4: Performativity,-930.8803619907176,46.65357872061736
Chapter 4::visible_signs_legibility,visible_signs_legibility,visible signs legibility,Chapter 4,Performativity,6,6,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>visible signs legibility</h2><p><b>Chapter:</b> Chapter 4<br><b>Dominant theme:</b> Performativity<br><b>Code frequency:</b> 6<br><b>Clusters represented:</b> 6</p><h3>Participant pseudonyms</h3><ul><li>James Bond</li><li>Jonathan McDermott</li><li>Obael Stormstrong</li><li>Lee Brown</li><li>Black Lion</li></ul><h3>Roles</h3><ul><li>School leader</li><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li></ul><h3>Evidence anchors</h3><ul><li><b>Obael Stormstrong:</b> “mannerisms, display, etiquettes”</li><li><b>Lee Brown:</b> “We just maintain the standard weh dem want.”</li><li><b>Black Lion:</b> “People work with weh dem eyes see more than wah dem hear.”</li><li><b>James Bond:</b> “dress and deportment, highest standard, a disciplined individual”</li><li><b>Jonathan McDermott:</b> “neatness is often associated with discipline”; “works on the mind”</li><li><b>Jonathan McDermott:</b> “high discipline institution”; “a certain mannerism”; “if they don’t see that being portrayed… disappointed”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",3,9,Chapter 4: Performativity,-781.8097696495272,-129.68141890230274
Chapter 4::standard_uncertainty_modelling,standard_uncertainty_modelling,standard uncertainty modelling,Chapter 4,Performativity,2,2,<div style='max-width:560px'><h2 style='margin-bottom:4px'>standard uncertainty modelling</h2><p><b>Chapter:</b> Chapter 4<br><b>Dominant theme:</b> Performativity<br><b>Code frequency:</b> 2<br><b>Clusters represented:</b> 2</p><h3>Participant pseudonyms</h3><ul><li>Paris May</li><li>Zion Bamboo</li></ul><h3>Roles</h3><ul><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Female</li><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Focus group</li></ul><h3>Evidence anchors</h3><ul><li><b>Paris May:</b> “a bit in the gray”; “leeway”; “The person in charge of me doesn’t even know what the standard is.”</li><li><b>Zion Bamboo:</b> “undisciplined disciplinarian”; “looks disciplined when he’s to lead but when he’s to follow him gone rogue”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>,1,3,Chapter 4: Performativity,-1041.5862066454488,294.38252791430216
Chapter 4::consequence_managed_compliance,consequence_managed_compliance,consequence managed compliance,Chapter 4,Performativity,3,3,<div style='max-width:560px'><h2 style='margin-bottom:4px'>consequence managed compliance</h2><p><b>Chapter:</b> Chapter 4<br><b>Dominant theme:</b> Performativity<br><b>Code frequency:</b> 3<br><b>Clusters represented:</b> 3</p><h3>Participant pseudonyms</h3><ul><li>Jeremiah Black</li><li>Marco Wolf</li><li>Lee Brown</li></ul><h3>Roles</h3><ul><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li></ul><h3>Evidence anchors</h3><ul><li><b>Jeremiah Black:</b> instructors described as “sharp and hard”</li><li><b>Lee Brown:</b> “We just maintain the standard weh dem want.”</li><li><b>Marco Wolf:</b> “Discipline goes hand in hand with positive or negative reinforcements. Rigid. Consequences.”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>,2,5,Chapter 4: Performativity,-859.4382773265731,-41.263726170571715
Chapter 4::eye_service_appearance_gap,eye_service_appearance_gap,eye service appearance gap,Chapter 4,Performativity,4,4,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>eye service appearance gap</h2><p><b>Chapter:</b> Chapter 4<br><b>Dominant theme:</b> Performativity<br><b>Code frequency:</b> 4<br><b>Clusters represented:</b> 4</p><h3>Participant pseudonyms</h3><ul><li>Imani Storm</li><li>Zion Bamboo</li><li>Obael Stormstrong</li><li>Kevin Jewinsky</li></ul><h3>Roles</h3><ul><li>School leader</li><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Focus group</li></ul><h3>Evidence anchors</h3><ul><li><b>Kevin Jewinsky:</b> “not about look good when the TO comes”; “it has to actually be good”</li><li><b>Imani Storm:</b> “Hummingbird… quality and standard”; “Jankro, weh nuh care, eat anything”</li><li><b>Obael Stormstrong:</b> “You can’t be real disciplined if it’s only when you’re around me”; “eye-service, eye servant ting”</li><li><b>Zion Bamboo:</b> “undisciplined disciplinarian”; “looks disciplined when he’s to lead but when he’s to follow him gone rogue”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",4,8,Chapter 4: Performativity,-1053.5906064558621,209.40315176224078
Chapter 4::motivation_vs_discipline,motivation_vs_discipline,motivation vs discipline,Chapter 4,Performativity,1,1,<div style='max-width:560px'><h2 style='margin-bottom:4px'>motivation vs discipline</h2><p><b>Chapter:</b> Chapter 4<br><b>Dominant theme:</b> Performativity<br><b>Code frequency:</b> 1<br><b>Clusters represented:</b> 1</p><h3>Participant pseudonyms</h3><ul><li>Obael Stormstrong</li></ul><h3>Roles</h3><ul><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li></ul><h3>Evidence anchors</h3><ul><li><b>Obael Stormstrong:</b> “you only run when you have BFST or PT”; “because you see the crowd”; “motivation is different from discipline”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>,1,2,Chapter 4: Performativity,-1174.0121874963806,162.93874129754113
Chapter 4::unwatched_durability_test,unwatched_durability_test,unwatched durability test,Chapter 4,Performativity,4,4,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>unwatched durability test</h2><p><b>Chapter:</b> Chapter 4<br><b>Dominant theme:</b> Performativity<br><b>Code frequency:</b> 4<br><b>Clusters represented:</b> 4</p><h3>Participant pseudonyms</h3><ul><li>Obael Stormstrong</li><li>Kevin Jewinsky</li><li>Kwame Dawn</li></ul><h3>Roles</h3><ul><li>Instructor</li><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Focus group</li></ul><h3>Evidence anchors</h3><ul><li><b>Kwame Dawn:</b> “doing the right thing even when no one is looking”</li><li><b>Kevin Jewinsky:</b> “not about look good when the TO comes”; “it has to actually be good”</li><li><b>Obael Stormstrong:</b> “You can’t be real disciplined if it’s only when you’re around me”; “eye-service, eye servant ting”</li><li><b>Obael Stormstrong:</b> “you only run when you have BFST or PT”; “because you see the crowd”; “motivation is different from discipline”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",3,7,Chapter 4: Performativity,-1115.3656229919548,199.22177554254904
Chapter 4::values_character_carrier,values_character_carrier,values character carrier,Chapter 4,Performativity,2,2,<div style='max-width:560px'><h2 style='margin-bottom:4px'>values character carrier</h2><p><b>Chapter:</b> Chapter 4<br><b>Dominant theme:</b> Performativity<br><b>Code frequency:</b> 2<br><b>Clusters represented:</b> 2</p><h3>Participant pseudonyms</h3><ul><li>Jeremiah Black</li><li>Dwayne Andrews</li></ul><h3>Roles</h3><ul><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Focus group</li></ul><h3>Evidence anchors</h3><ul><li><b>Dwayne Andrews:</b> “discipline is the master of them all”; “yuh can’t have Courage without it”</li><li><b>Jeremiah Black:</b> “everything you do is judged by your core values”; “these are the things that write your military service”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>,0,2,Chapter 4: Performativity,-1209.1774238694595,41.11346192325681
Chapter 4::durability_after_control,durability_after_control,durability after control,Chapter 4,Performativity,4,4,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>durability after control</h2><p><b>Chapter:</b> Chapter 4<br><b>Dominant theme:</b> Performativity<br><b>Code frequency:</b> 4<br><b>Clusters represented:</b> 4</p><h3>Participant pseudonyms</h3><ul><li>Imani Storm</li><li>Jeremiah Black</li></ul><h3>Roles</h3><ul><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li></ul><h3>Evidence anchors</h3><ul><li><b>Jeremiah Black:</b> “in that absence, they fill it with something, the recruits”</li><li><b>Imani Storm:</b> “When you leave here, in the wider force, he’s not under much pressure as he would be here.”</li><li><b>Imani Storm:</b> “when you leave here, turn back into a Jankro”; “Di likkle Jankro mentality start to come out”</li><li><b>Imani Storm:</b> “under so much lock and key and guarded”; “put up an image, a character, or persona”; “turn back into a Jankro”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",4,8,Chapter 4: Performativity,-946.997575552547,106.48882796552346
Chapter 4::public_reputation_expectation,public_reputation_expectation,public reputation expectation,Chapter 4,Obedience,3,3,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>public reputation expectation</h2><p><b>Chapter:</b> Chapter 4<br><b>Dominant theme:</b> Obedience<br><b>Code frequency:</b> 3<br><b>Clusters represented:</b> 3</p><h3>Participant pseudonyms</h3><ul><li>Chaz Stonegrill</li><li>Marley Thunder</li><li>Jonathan McDermott</li></ul><h3>Roles</h3><ul><li>School leader</li><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Female</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Focus group</li></ul><h3>Evidence anchors</h3><ul><li><b>Marley Thunder:</b> “When e discipline bruk dung now e damage e trust weh dem have fi wi.”</li><li><b>Chaz Stonegrill:</b> “In order for them to trust in what we do, we have to be viewed as professionals with the discipline.”</li><li><b>Jonathan McDermott:</b> “high discipline institution”; “a certain mannerism”; “if they don’t see that being portrayed… disappointed”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",3,6,Chapter 4: Obedience,-701.3090191011665,-113.72126597990732
Chapter 5::standard_setting,standard_setting,standard setting,Chapter 5,Hearts and minds,15,15,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>standard setting</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Hearts and minds<br><b>Code frequency:</b> 15<br><b>Clusters represented:</b> 15</p><h3>Participant pseudonyms</h3><ul><li>Imani Storm</li><li>Jeremiah Black</li><li>Dwayne Andrews</li><li>Jonathan McDermott</li><li>Chaz Stonegrill</li><li>Black Lion</li><li>Makeda Reef</li><li>Marcus Black</li><li>Anara Birdsong</li></ul><h3>Roles</h3><ul><li>School leader</li><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Female</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Field observation / Interview</li><li>Field observation</li></ul><h3>Evidence anchors</h3><ul><li><b>Marcus Black:</b> “He’s with me”; Reef replies, “Oh, okay sir”</li><li><b>Jonathan McDermott:</b> belt makes uniform look neat and supports the back during drill</li><li><b>Chaz Stonegrill:</b> explaining why titles matter and how they relate to professionalism</li><li><b>Anara Birdsong:</b> “You think you have what it takes?”; “Instructors, let the training continue!”</li><li><b>Makeda Reef:</b> “hand to dem side”; “talk loud”; dressed in lines; beds “haffi deh at a standard”</li><li><b>Black Lion:</b> “time and place” as the governing principle for when conduct forms remain active or relax</li><li><b>Makeda Reef:</b> “Flat out!”; “It’s just a form of discipline so they follow rules, so they follow instructions.”</li><li><b>Makeda Reef:</b> “Hello, and you are?”; “No, it doesn’t work like that to say nobody”; Reef gives her rank and name</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",29,44,Chapter 5: Hearts and minds,-48.48865907844885,110.53687709105941
Chapter 5::accountability_orientation,accountability_orientation,accountability orientation,Chapter 5,Bomb Night,21,21,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>accountability orientation</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Bomb Night<br><b>Code frequency:</b> 21<br><b>Clusters represented:</b> 21</p><h3>Participant pseudonyms</h3><ul><li>Jeremiah Black</li><li>Dwayne Andrews</li><li>Kevin Jewinsky</li><li>Black Lion</li><li>Ramon Brown</li><li>Anna Starpath</li><li>Kwame Dawn</li><li>Chaz Stonegrill</li><li>Lee Brown</li><li>Observed instructor group</li><li>Makeda Reef</li><li>Marcus Black</li><li>Rio Wavecrest</li><li>Jonathan McDermott</li><li><i>+1 more</i></li></ul><h3>Roles</h3><ul><li>School leader</li><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Female</li><li>Not coded</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Focus group</li><li>Field observation</li><li>Field observation / Interview</li></ul><h3>Evidence anchors</h3><ul><li><b>Marcus Black:</b> “He’s with me”; Reef replies, “Oh, okay sir”</li><li><b>Marcus Black:</b> camp often lacked running water and depended on finite tanks</li><li><b>Observed instructor group:</b> “Mouth full and go”; “Go!”; recruits take turns at a standpipe</li><li><b>Jonathan McDermott:</b> “Check off!”; “Wi have everybody?”; “4 Platoon missing one, sir.”</li><li><b>Chaz Stonegrill:</b> explaining why titles matter and how they relate to professionalism</li><li><b>Rio Wavecrest:</b> foot injury; “report back to e medic”; recruit limped back to platoon</li><li><b>Jonathan McDermott:</b> “Yuh see wah happen when yuh don’t listen?!”; recruits reply, “Yes sir!”</li><li><b>Anna Starpath:</b> setting alarms; “walk and scan”; “hear everything” before revealing herself</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",34,55,Chapter 5: Bomb Night,-73.27180098145158,147.97487451179188
Chapter 5::consequence_linkage,consequence_linkage,consequence linkage,Chapter 5,Hearts and minds,14,14,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>consequence linkage</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Hearts and minds<br><b>Code frequency:</b> 14<br><b>Clusters represented:</b> 14</p><h3>Participant pseudonyms</h3><ul><li>James Bond</li><li>Jonathan McDermott</li><li>Anara Birdsong</li><li>Urie Suncrest</li><li>Black Lion</li><li>Ramon Brown</li><li>Kevin Grant</li><li>Bob Wellington</li><li>Observed instructor group</li></ul><h3>Roles</h3><ul><li>School leader</li><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Female</li><li>Not coded</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Focus group</li><li>Field observation</li></ul><h3>Evidence anchors</h3><ul><li><b>Urie Suncrest:</b> “There’s a reward for him being disciplined.”</li><li><b>Anara Birdsong:</b> recruits stood; names taken; led away; non-continuation made public</li><li><b>Jonathan McDermott:</b> 10 push-ups; 30 push-ups; “now I expect you”; “by week four or five”</li><li><b>Jonathan McDermott:</b> “The fear of punishment is what cause most persons to be disciplined.”</li><li><b>Anara Birdsong:</b> “do this, you will be able to achieve this”; “Pass out”; “Tun a soldier”</li><li><b>Jonathan McDermott:</b> “Yuh see wah happen when yuh don’t listen?!”; recruits reply, “Yes sir!”</li><li><b>Ramon Brown:</b> “I have footage”; “one more chance”; lost bootlaces and belt; “He went to jail”</li><li><b>James Bond:</b> “It’s instilled in me”; “It’s about repetition”; “Fear of punishment”; “when no one watches”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",28,42,Chapter 5: Hearts and minds,-168.75404253263048,156.05265814618383
Chapter 5::adaptation_timetable,adaptation_timetable,adaptation timetable,Chapter 5,Individual body,2,2,<div style='max-width:560px'><h2 style='margin-bottom:4px'>adaptation timetable</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Individual body<br><b>Code frequency:</b> 2<br><b>Clusters represented:</b> 2</p><h3>Participant pseudonyms</h3><ul><li>Jonathan McDermott</li></ul><h3>Roles</h3><ul><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li></ul><h3>Evidence anchors</h3><ul><li><b>Jonathan McDermott:</b> 10 push-ups; 30 push-ups; “now I expect you”; “by week four or five”</li><li><b>Jonathan McDermott:</b> drinking in headdress; “coming out of the civilian world”; leave weapon/headdress; “week one”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>,4,6,Chapter 5: Individual body,-205.5039401564175,358.81222640882095
Chapter 5::psychological_uncertainty,psychological_uncertainty,psychological uncertainty,Chapter 5,Hearts and minds,10,10,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>psychological uncertainty</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Hearts and minds<br><b>Code frequency:</b> 10<br><b>Clusters represented:</b> 10</p><h3>Participant pseudonyms</h3><ul><li>Ramon Brown</li><li>Anna Starpath</li><li>Kwame Dawn</li><li>Kevin Grant</li><li>Kevin Jewinsky</li><li>Dwayne Andrews</li><li>Observed instructor group</li><li>Marcus Black</li></ul><h3>Roles</h3><ul><li>Instructor</li><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Female</li><li>Not coded</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Focus group</li><li>Focus group / Interview</li><li>Field observation</li></ul><h3>Evidence anchors</h3><ul><li><b>Anna Starpath:</b> setting alarms; “walk and scan”; “hear everything” before revealing herself</li><li><b>Ramon Brown:</b> “the whip”; “ghost”; plantation analogy of the instructor as coercive enforcer</li><li><b>Marcus Black:</b> “Hearts and minds. It’s time for Training Officer now to win hearts and minds.”</li><li><b>Kevin Grant:</b> recruit said training felt like slavery; “I’m the slave master and he’s the slave”</li><li><b>Kwame Dawn:</b> “mind game type o’ way”; “fi get inna dem brain”; “false information”; “everybody start fret”</li><li><b>Kevin Jewinsky:</b> “higher levels o’ authority should be increasingly mysterious”; “danger”; “seriousness”; “severity”</li><li><b>Observed instructor group:</b> bombs; gunshots; smoke; “Bloodclxxt move recruit”; “Flat out”; crawling across gravel, mud, and dirt</li><li><b>Ramon Brown:</b> “the idea is placed in their head”; evaluation booklet determines whether “you make it through the programme”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",19,29,Chapter 5: Hearts and minds,-106.09095852248396,121.97390582987202
Chapter 5::symbolic_coercion,symbolic_coercion,symbolic coercion,Chapter 5,Hearts and minds,5,5,<div style='max-width:560px'><h2 style='margin-bottom:4px'>symbolic coercion</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Hearts and minds<br><b>Code frequency:</b> 5<br><b>Clusters represented:</b> 5</p><h3>Participant pseudonyms</h3><ul><li>Ramon Brown</li><li>Kevin Grant</li><li>Black Lion</li><li>Kevin Jewinsky</li><li>Observed instructor group</li></ul><h3>Roles</h3><ul><li>Instructor</li><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Not coded</li></ul><h3>Data sources</h3><ul><li>Focus group / Interview</li><li>Interview</li><li>Field observation</li></ul><h3>Evidence anchors</h3><ul><li><b>Black Lion:</b> explained later “this was because of this”; did not “break character”</li><li><b>Ramon Brown:</b> “the whip”; “ghost”; plantation analogy of the instructor as coercive enforcer</li><li><b>Kevin Grant:</b> recruit said training felt like slavery; “I’m the slave master and he’s the slave”</li><li><b>Observed instructor group:</b> “Look down recruit!”; “Yuh not worthy to look at the Training Officer!”; “Some o’ wi ah go die!”</li><li><b>Kevin Jewinsky:</b> “higher levels o’ authority should be increasingly mysterious”; “danger”; “seriousness”; “severity”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>,8,13,Chapter 5: Hearts and minds,-31.06625352966131,64.92815670343202
Chapter 5::explanatory_reasoning,explanatory_reasoning,explanatory reasoning,Chapter 5,Hearts and minds,10,10,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>explanatory reasoning</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Hearts and minds<br><b>Code frequency:</b> 10<br><b>Clusters represented:</b> 10</p><h3>Participant pseudonyms</h3><ul><li>Anaya Redemption</li><li>Kwame Dawn</li><li>Chaz Stonegrill</li><li>Black Lion</li><li>Jonathan McDermott</li><li>Marcus Black</li><li>Anara Birdsong</li></ul><h3>Roles</h3><ul><li>School leader</li><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Female</li><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Focus group</li><li>Field observation</li></ul><h3>Evidence anchors</h3><ul><li><b>Chaz Stonegrill:</b> explaining why titles matter and how they relate to professionalism</li><li><b>Kwame Dawn:</b> “retreat”; “safe haven”; “as opposed to being whipped”; “reason wid”</li><li><b>Black Lion:</b> explained later “this was because of this”; did not “break character”</li><li><b>Jonathan McDermott:</b> “Yuh see wah happen when yuh don’t listen?!”; recruits reply, “Yes sir!”</li><li><b>Marcus Black:</b> “Hearts and minds. It’s time for Training Officer now to win hearts and minds.”</li><li><b>Kwame Dawn:</b> “What is pain?”; “Weakness leaving the body, sir”; “We’re creating Monsters”; road run</li><li><b>Anaya Redemption:</b> “Physical abuse is still here”; draping; choking; “do not touch”; “It feels like torture”</li><li><b>Anaya Redemption:</b> discipline wrongly treated as saying “do this” without knowing why; “Questions should be allowed.”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",19,29,Chapter 5: Hearts and minds,-108.45939680511049,84.84787360254842
Chapter 5::relational_influence,relational_influence,relational influence,Chapter 5,Hearts and minds,12,12,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>relational influence</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Hearts and minds<br><b>Code frequency:</b> 12<br><b>Clusters represented:</b> 12</p><h3>Participant pseudonyms</h3><ul><li>Imani Storm</li><li>Anaya Redemption</li><li>Anna Starpath</li><li>Ramon Brown</li><li>Obael Stormstrong</li><li>Makeda Reef</li><li>Kwame Dawn</li><li>Black Lion</li><li>Lee Brown</li><li>Marcus Black</li></ul><h3>Roles</h3><ul><li>School leader</li><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Female</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Focus group</li><li>Field observation</li></ul><h3>Evidence anchors</h3><ul><li><b>Kwame Dawn:</b> “retreat”; “safe haven”; “as opposed to being whipped”; “reason wid”</li><li><b>Black Lion:</b> explained later “this was because of this”; did not “break character”</li><li><b>Anna Starpath:</b> recruits saying, “All if Ma’am Starpath ask mi, I will do anything fi har”</li><li><b>Marcus Black:</b> “Hearts and minds. It’s time for Training Officer now to win hearts and minds.”</li><li><b>Lee Brown:</b> no longer insulted in front of others; redirected him; began to “win squad drill”</li><li><b>Obael Stormstrong:</b> with Reef, recruits were “more open” and “willing fi learn”; “their discipline is there”</li><li><b>Makeda Reef:</b> “You have to motivate them for learning. If dem nuh feel it, dem wudda sleep inna e class.”</li><li><b>Ramon Brown:</b> “I became for these boys more than just an instructor”; “the only father figure that I’ve known”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",17,29,Chapter 5: Hearts and minds,-81.04031657394182,-12.812866845127132
Chapter 5::motivational_activation,motivational_activation,motivational activation,Chapter 5,Hearts and minds,12,12,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>motivational activation</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Hearts and minds<br><b>Code frequency:</b> 12<br><b>Clusters represented:</b> 12</p><h3>Participant pseudonyms</h3><ul><li>Imani Storm</li><li>Anara Birdsong</li><li>Urie Suncrest</li><li>Ramon Brown</li><li>Anna Starpath</li><li>Obael Stormstrong</li><li>Makeda Reef</li><li>Lee Brown</li></ul><h3>Roles</h3><ul><li>School leader</li><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Female</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Focus group</li><li>Field observation</li></ul><h3>Evidence anchors</h3><ul><li><b>Urie Suncrest:</b> “There’s a reward for him being disciplined.”</li><li><b>Anara Birdsong:</b> “do this, you will be able to achieve this”; “Pass out”; “Tun a soldier”</li><li><b>Anna Starpath:</b> recruits saying, “All if Ma’am Starpath ask mi, I will do anything fi har”</li><li><b>Anara Birdsong:</b> “You think you have what it takes?”; “Instructors, let the training continue!”</li><li><b>Lee Brown:</b> no longer insulted in front of others; redirected him; began to “win squad drill”</li><li><b>Obael Stormstrong:</b> with Reef, recruits were “more open” and “willing fi learn”; “their discipline is there”</li><li><b>Makeda Reef:</b> “You have to motivate them for learning. If dem nuh feel it, dem wudda sleep inna e class.”</li><li><b>Ramon Brown:</b> “I became for these boys more than just an instructor”; “the only father figure that I’ve known”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",18,30,Chapter 5: Hearts and minds,-120.64256836311998,17.177547634156895
Chapter 5::habit_repetition,habit_repetition,habit repetition,Chapter 5,Hearts and minds,10,10,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>habit repetition</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Hearts and minds<br><b>Code frequency:</b> 10<br><b>Clusters represented:</b> 10</p><h3>Participant pseudonyms</h3><ul><li>Jonathan McDermott</li><li>James Bond</li><li>Black Lion</li><li>Quaco Ababio</li><li>Makeda Reef</li></ul><h3>Roles</h3><ul><li>School leader</li><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Female</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Focus group</li><li>Field observation</li><li>Field observation / Interview</li></ul><h3>Evidence anchors</h3><ul><li><b>Quaco Ababio:</b> continued to use “sir”; did not know “how fi pause”</li><li><b>Makeda Reef:</b> “something wi instil in yuh. It’s kind of hard to take out”</li><li><b>Jonathan McDermott:</b> “The fear of punishment is what cause most persons to be disciplined.”</li><li><b>Jonathan McDermott:</b> “sir”; “Drop the sir thing”; “That’s so hard to do after all these years, sir”</li><li><b>Makeda Reef:</b> “Because you can’t see the discipline”; “every day I say, bend up pon yuh foot”</li><li><b>James Bond:</b> “It’s instilled in me”; “It’s about repetition”; “Fear of punishment”; “when no one watches”</li><li><b>Jonathan McDermott:</b> “Habitual sir, then it becomes natural”; later, “He will revert back”; “reinforcement is needed”</li><li><b>Makeda Reef:</b> “Flat out!”; “It’s just a form of discipline so they follow rules, so they follow instructions.”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",19,29,Chapter 5: Hearts and minds,-31.26996750580514,186.1705503363885
