from,to,weight,edge_type,title
Chapter 5::School leaders::accountability_orientation,Chapter 5::School leaders::explanatory_reasoning,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::consequence_linkage,Chapter 5::School leaders::explanatory_reasoning,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::psychological_uncertainty,Chapter 5::School leaders::explanatory_reasoning,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::standard_setting,Chapter 5::School leaders::relational_influence,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::psychological_uncertainty,Chapter 5::School leaders::relational_influence,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::explanatory_reasoning,Chapter 5::School leaders::relational_influence,3,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 3</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::standard_setting,Chapter 5::School leaders::motivational_activation,3,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 3</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::accountability_orientation,Chapter 5::School leaders::motivational_activation,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::consequence_linkage,Chapter 5::School leaders::motivational_activation,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::explanatory_reasoning,Chapter 5::School leaders::motivational_activation,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::relational_influence,Chapter 5::School leaders::motivational_activation,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::standard_setting,Chapter 5::School leaders::habit_repetition,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::consequence_linkage,Chapter 5::School leaders::habit_repetition,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::consequence_linkage,Chapter 5::School leaders::persistence_beyond_training,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::habit_repetition,Chapter 5::School leaders::persistence_beyond_training,3,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 3</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::consequence_linkage,Chapter 5::School leaders::habit_interruption,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::adaptation_timetable,Chapter 5::School leaders::habit_interruption,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::standard_setting,Chapter 5::School leaders::bodily_regulation,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::accountability_orientation,Chapter 5::School leaders::bodily_regulation,3,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 3</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::psychological_uncertainty,Chapter 5::School leaders::bodily_regulation,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::habit_interruption,Chapter 5::School leaders::bodily_regulation,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::bodily_regulation,Chapter 5::School leaders::temporal_control,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::standard_setting,Chapter 5::School leaders::embodied_standardisation,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::adaptation_timetable,Chapter 5::School leaders::embodied_standardisation,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::habit_interruption,Chapter 5::School leaders::embodied_standardisation,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::bodily_regulation,Chapter 5::School leaders::embodied_standardisation,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::standard_setting,Chapter 5::School leaders::bodily_sign_reading,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::persistence_beyond_training,Chapter 5::School leaders::bodily_sign_reading,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::embodied_standardisation,Chapter 5::School leaders::bodily_sign_reading,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::standard_setting,Chapter 5::School leaders::visibility_supervision,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::accountability_orientation,Chapter 5::School leaders::visibility_supervision,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::consequence_linkage,Chapter 5::School leaders::visibility_supervision,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::habit_repetition,Chapter 5::School leaders::visibility_supervision,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::embodied_standardisation,Chapter 5::School leaders::visibility_supervision,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::explanatory_reasoning,Chapter 5::School leaders::bodily_restriction,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::explanatory_reasoning,Chapter 5::School leaders::coercive_correction,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::habit_interruption,Chapter 5::School leaders::coercive_correction,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::bodily_regulation,Chapter 5::School leaders::coercive_correction,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::bodily_restriction,Chapter 5::School leaders::coercive_correction,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::habit_repetition,Chapter 5::School leaders::durability_testing,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::persistence_beyond_training,Chapter 5::School leaders::durability_testing,4,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 4</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::bodily_regulation,Chapter 5::School leaders::durability_testing,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::temporal_control,Chapter 5::School leaders::durability_testing,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::embodied_standardisation,Chapter 5::School leaders::durability_testing,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::bodily_sign_reading,Chapter 5::School leaders::durability_testing,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::accountability_orientation,Chapter 5::School leaders::collective_accountability,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::consequence_linkage,Chapter 5::School leaders::collective_accountability,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::visibility_supervision,Chapter 5::School leaders::collective_accountability,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::consequence_linkage,Chapter 5::School leaders::lateral_surveillance,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::collective_accountability,Chapter 5::School leaders::lateral_surveillance,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::consequence_linkage,Chapter 5::School leaders::peer_correction,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::collective_accountability,Chapter 5::School leaders::peer_correction,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::lateral_surveillance,Chapter 5::School leaders::peer_correction,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::standard_setting,Chapter 5::School leaders::reciprocal_obligation,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::habit_repetition,Chapter 5::School leaders::reciprocal_obligation,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::visibility_supervision,Chapter 5::School leaders::reciprocal_obligation,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::visibility_supervision,Chapter 5::School leaders::ritualised_unity,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::standard_setting,Chapter 5::School leaders::symbolic_cohesion,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::consequence_linkage,Chapter 5::School leaders::symbolic_cohesion,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::explanatory_reasoning,Chapter 5::School leaders::symbolic_cohesion,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::motivational_activation,Chapter 5::School leaders::symbolic_cohesion,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::visibility_supervision,Chapter 5::School leaders::symbolic_cohesion,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::ritualised_unity,Chapter 5::School leaders::symbolic_cohesion,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::accountability_orientation,Chapter 5::School leaders::accountability_orientation,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 5<br><b>Code:</b> accountability orientation</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Instructors<br><b>Right group:</b> School leaders</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 5::Instructors::bodily_regulation,Chapter 5::School leaders::bodily_regulation,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 5<br><b>Code:</b> bodily regulation</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Instructors<br><b>Right group:</b> School leaders</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 5::Instructors::bodily_restriction,Chapter 5::School leaders::bodily_restriction,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 5<br><b>Code:</b> bodily restriction</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Instructors<br><b>Right group:</b> School leaders</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 5::Instructors::bodily_sign_reading,Chapter 5::School leaders::bodily_sign_reading,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 5<br><b>Code:</b> bodily sign reading</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Instructors<br><b>Right group:</b> School leaders</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 5::Instructors::coercive_correction,Chapter 5::School leaders::coercive_correction,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 5<br><b>Code:</b> coercive correction</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Instructors<br><b>Right group:</b> School leaders</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 5::Instructors::collective_accountability,Chapter 5::School leaders::collective_accountability,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 5<br><b>Code:</b> collective accountability</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Instructors<br><b>Right group:</b> School leaders</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 5::Instructors::consequence_linkage,Chapter 5::School leaders::consequence_linkage,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 5<br><b>Code:</b> consequence linkage</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Instructors<br><b>Right group:</b> School leaders</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 5::Instructors::embodied_standardisation,Chapter 5::School leaders::embodied_standardisation,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 5<br><b>Code:</b> embodied standardisation</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Instructors<br><b>Right group:</b> School leaders</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 5::Instructors::explanatory_reasoning,Chapter 5::School leaders::explanatory_reasoning,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 5<br><b>Code:</b> explanatory reasoning</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Instructors<br><b>Right group:</b> School leaders</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 5::Instructors::habit_repetition,Chapter 5::School leaders::habit_repetition,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 5<br><b>Code:</b> habit repetition</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Instructors<br><b>Right group:</b> School leaders</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 5::Instructors::lateral_surveillance,Chapter 5::School leaders::lateral_surveillance,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 5<br><b>Code:</b> lateral surveillance</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Instructors<br><b>Right group:</b> School leaders</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 5::Instructors::motivational_activation,Chapter 5::School leaders::motivational_activation,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 5<br><b>Code:</b> motivational activation</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Instructors<br><b>Right group:</b> School leaders</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 5::Instructors::peer_correction,Chapter 5::School leaders::peer_correction,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 5<br><b>Code:</b> peer correction</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Instructors<br><b>Right group:</b> School leaders</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 5::Instructors::persistence_beyond_training,Chapter 5::School leaders::persistence_beyond_training,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 5<br><b>Code:</b> persistence beyond training</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Instructors<br><b>Right group:</b> School leaders</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 5::Instructors::psychological_uncertainty,Chapter 5::School leaders::psychological_uncertainty,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 5<br><b>Code:</b> psychological uncertainty</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Instructors<br><b>Right group:</b> School leaders</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
